# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,G,Mike Bibby,26,SAC,6,620,0.01,0.0,,,80,38.6,19.6,4.2,6.8,1.6,0.4,0.443,0.36,0.775,8.5,0.133,2004
ORV,F,Elton Brand,25,LAC,6,620,0.01,0.0,,,81,37.0,20.0,9.5,2.6,0.8,2.1,0.503,0.0,0.752,10.6,0.169,2004
ORV,F,Grant Hill,32,ORL,6,620,0.01,0.0,,,67,34.9,19.7,4.7,3.3,1.4,0.4,0.509,0.231,0.821,6.6,0.136,2004
ORV,F,Carmelo Anthony,20,DEN,5,620,0.008,0.0,,,75,34.8,20.8,5.7,2.6,0.9,0.4,0.431,0.266,0.796,4.9,0.09,2004
ORV,F,Antawn Jamison,28,WAS,5,620,0.008,0.0,,,68,38.3,19.6,7.6,2.3,0.8,0.2,0.437,0.341,0.76,5.4,0.1,2004
ORV,G,Richard Hamilton,26,DET,3,620,0.005,0.0,,,76,38.5,18.7,3.9,4.9,1.0,0.2,0.44,0.305,0.858,7.4,0.121,2004
ORV,F,Tayshaun Prince,24,DET,3,620,0.005,0.0,,,82,37.1,14.7,5.3,3.0,0.7,0.9,0.487,0.341,0.807,9.4,0.149,2004
ORV,G,Chauncey Billups,28,DET,2,620,0.003,0.0,0.0,2.0,80,35.8,16.5,3.4,5.8,1.0,0.1,0.442,0.426,0.898,12.1,0.202,2004
ORV,F,Chris Bosh,20,TOR,2,620,0.003,0.0,0.0,2.0,81,37.2,16.8,8.9,1.9,0.9,1.4,0.471,0.3,0.76,6.8,0.108,2004
ORV,G,Stephon Marbury,27,NYK,2,620,0.003,0.0,0.0,2.0,82,40.0,21.7,3.0,8.1,1.5,0.1,0.462,0.354,0.834,11.7,0.171,2004
ORV,G,Reggie Miller,39,IND,2,620,0.003,0.0,0.0,2.0,66,31.9,14.8,2.4,2.2,0.8,0.1,0.437,0.322,0.933,6.6,0.151,2004
ORV,G,Michael Redd,25,MIL,2,620,0.003,0.0,0.0,2.0,75,38.0,23.0,4.2,2.3,0.8,0.1,0.441,0.355,0.854,6.2,0.105,2004
ORV,G,Larry Hughes,26,WAS,1,620,0.002,0.0,0.0,1.0,61,38.7,22.0,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,2004
ORV,G,Corey Maggette,25,LAC,1,620,0.002,0.0,0.0,1.0,66,36.9,22.2,6.0,3.4,1.1,0.1,0.431,0.304,0.857,8.1,0.16,2004
ORV,F,Kenyon Martin,27,DEN,1,620,0.002,0.0,0.0,1.0,70,32.5,15.5,7.3,2.4,1.4,1.1,0.49,0.0,0.646,5.3,0.111,2004
ORV,C,Brad Miller,28,SAC,1,620,0.002,0.0,0.0,1.0,56,37.3,15.6,9.3,3.9,1.2,1.2,0.524,0.263,0.812,8.6,0.198,2004
ORV,F,Peja Stojaković,27,SAC,1,620,0.002,0.0,0.0,1.0,66,38.4,20.1,4.3,2.1,1.2,0.2,0.444,0.402,0.92,7.3,0.137,2004
1st,F,LeBron James,21,CLE,610,630,0.968,116.0,,,79,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,2005
1st,G,Kobe Bryant,27,LAL,597,630,0.948,110.0,,,80,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,2005
1st,F,Dirk Nowitzki,27,DAL,584,630,0.927,105.0,,,81,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,17.7,0.275,2005
1st,G,Steve Nash,31,PHO,583,630,0.925,106.0,,,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,2005
1st,C,Shaquille O'Neal,33,MIA,402,630,0.638,45.0,,,59,30.6,20.0,9.2,1.9,0.4,1.8,0.6,,0.469,6.2,0.164,2005
2nd,G,Chauncey Billups,29,DET,378,630,0.6,21.0,,,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,2005
2nd,G,Dwyane Wade,24,MIA,373,630,0.592,13.0,,,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,2005
2nd,C,Ben Wallace,31,DET,363,630,0.576,44.0,,,82,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0.0,0.416,10.1,0.168,2005
2nd,F,Elton Brand,26,LAC,309,630,0.49,15.0,,,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,2005
2nd,F,Tim Duncan,29,SAS,277,630,0.44,17.0,,,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,2005
3rd,F,Shawn Marion,27,PHO,270,630,0.429,4.0,,,81,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214,2005
3rd,C,Yao Ming,25,HOU,261,630,0.414,30.0,,,57,34.2,22.3,10.2,1.5,0.5,1.6,0.519,0.0,0.853,8.6,0.211,2005
3rd,G,Allen Iverson,30,PHI,104,630,0.165,1.0,,,72,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,2005
3rd,F,Carmelo Anthony,21,DEN,97,630,0.154,0.0,,,80,36.8,26.5,4.9,2.7,1.1,0.5,0.481,0.243,0.808,9.4,0.153,2005
3rd,G,Gilbert Arenas,24,WAS,79,630,0.125,0.0,,,80,42.3,29.3,3.5,6.1,2.0,0.3,0.447,0.369,0.82,13.6,0.193,2005
ORV,F,Kevin Garnett,29,MIN,94,630,0.149,0.0,,,76,38.9,21.8,12.7,4.1,1.4,1.4,0.526,0.267,0.81,14.9,0.242,2005
ORV,G,Tony Parker,23,SAS,66,630,0.105,0.0,,,80,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169,2005
ORV,C,Pau Gasol,25,MEM,49,630,0.078,0.0,,,80,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12.0,0.184,2005
ORV,F,Vince Carter,29,NJN,47,630,0.075,0.0,,,79,36.8,24.2,5.8,4.3,1.2,0.7,0.43,0.341,0.799,9.3,0.153,2005
ORV,F,Paul Pierce,28,BOS,29,630,0.046,0.0,,,79,39.0,26.8,6.7,4.7,1.4,0.4,0.471,0.354,0.772,11.5,0.178,2005
ORV,G,Jason Kidd,32,NJN,20,630,0.032,0.0,,,80,37.2,13.3,7.3,8.4,1.9,0.4,0.404,0.352,0.795,10.1,0.163,2005
ORV,C,Dwight Howard,20,ORL,11,630,0.017,0.0,,,82,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0.0,0.595,8.6,0.137,2005
ORV,C,Marcus Camby,31,DEN,9,630,0.014,0.0,,,56,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141,2005
ORV,G,Richard Hamilton,27,DET,9,630,0.014,0.0,,,80,35.3,20.1,3.2,3.4,0.7,0.2,0.491,0.458,0.845,7.6,0.13,2005
ORV,F,Rasheed Wallace,31,DET,8,630,0.013,1.0,,,80,34.8,15.1,6.8,2.3,1.0,1.6,0.43,0.357,0.743,8.9,0.154,2005
ORV,C,Zydrunas Ilgauskas,30,CLE,5,630,0.008,0.0,,,78,29.3,15.6,7.6,1.2,0.5,1.7,0.506,0.0,0.834,8.7,0.184,2005
ORV,C,Nenad Krstić,22,NJN,5,630,0.008,0.0,,,80,30.9,13.5,6.4,1.1,0.4,0.8,0.507,0.25,0.698,5.4,0.105,2005
ORV,G,Ray Allen,30,SEA,4,630,0.006,0.0,,,78,38.7,25.1,4.3,3.7,1.3,0.2,0.454,0.412,0.903,9.5,0.15,2005
ORV,C,Mehmet Okur,26,UTA,4,630,0.006,0.0,,,82,35.9,18.0,9.1,2.4,0.5,0.9,0.46,0.342,0.78,9.3,0.152,2005
ORV,G,Michael Redd,26,MIL,4,630,0.006,0.0,,,80,39.1,25.4,4.3,2.9,1.2,0.1,0.45,0.395,0.877,10.8,0.166,2005
ORV,C,Brad Miller,29,SAC,3,630,0.005,0.0,,,79,37.0,15.0,7.8,4.7,0.8,0.8,0.495,0.386,0.828,9.1,0.15,2005
ORV,G,Sam Cassell,36,LAC,2,630,0.003,0.0,0.0,2.0,78,34.0,17.2,3.7,6.3,0.9,0.1,0.443,0.368,0.863,7.6,0.137,2005
ORV,G,Joe Johnson,24,ATL,2,630,0.003,0.0,0.0,2.0,82,40.7,20.2,4.1,6.5,1.3,0.4,0.453,0.356,0.791,6.0,0.086,2005
ORV,G,Mike Bibby,27,SAC,1,630,0.002,0.0,0.0,1.0,82,38.6,21.1,2.9,5.4,1.0,0.1,0.432,0.386,0.849,8.4,0.127,2005
ORV,F,Chris Bosh,21,TOR,1,630,0.002,0.0,0.0,1.0,70,39.3,22.5,9.2,2.6,0.7,1.1,0.505,0.0,0.816,9.8,0.17,2005
ORV,F,Boris Diaw,23,PHO,1,630,0.002,0.0,0.0,1.0,81,35.5,13.3,6.9,6.2,0.7,1.0,0.526,0.267,0.731,8.9,0.149,2005
ORV,F,Antawn Jamison,29,WAS,1,630,0.002,0.0,0.0,1.0,82,40.1,20.5,9.3,1.9,1.1,0.1,0.442,0.394,0.731,8.2,0.119,2005
ORV,C,Chris Kaman,23,LAC,1,630,0.002,0.0,0.0,1.0,78,32.8,11.9,9.6,1.0,0.6,1.4,0.523,0.0,0.77,6.1,0.114,2005
ORV,F,Andrei Kirilenko,24,UTA,1,630,0.002,0.0,0.0,1.0,69,37.7,15.3,8.0,4.3,1.5,3.2,0.46,0.308,0.699,7.9,0.145,2005
ORV,G,Chris Paul,20,NOK,1,630,0.002,0.0,0.0,1.0,78,36.0,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178,2005
1st,G,Steve Nash,32,PHO,645,645,1.0,129.0,0.0,0.0,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,2006
1st,G,Kobe Bryant,28,LAL,643,645,0.997,128.0,1.0,0.0,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,2006
1st,F,Dirk Nowitzki,28,DAL,634,645,0.983,125.0,,,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,2006
1st,F,Tim Duncan,30,SAS,573,645,0.888,94.0,,,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,2006
1st,C,Amar'e Stoudemire,24,PHO,351,645,0.544,36.0,,,82,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201,2006
2nd,F,LeBron James,22,CLE,494,645,0.766,64.0,,,78,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,13.7,0.206,2006
2nd,C,Yao Ming,26,HOU,333,645,0.516,38.0,,,48,33.8,25.0,9.4,2.0,0.4,2.0,0.516,0.0,0.862,7.4,0.22,2006
2nd,G,Gilbert Arenas,25,WAS,295,645,0.457,0.0,,,74,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177,2006
2nd,G,Tracy McGrady,27,HOU,278,645,0.431,10.0,,,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,2006
2nd,F,Chris Bosh,22,TOR,234,645,0.363,8.0,,,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,2006
3rd,G,Dwyane Wade,25,MIA,241,645,0.374,1.0,,,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,2006
3rd,F,Kevin Garnett,30,MIN,225,645,0.349,5.0,,,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,2006
3rd,F,Carmelo Anthony,22,DEN,142,645,0.22,1.0,,,65,38.2,28.9,6.0,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,2006
3rd,C,Dwight Howard,21,ORL,108,645,0.167,1.0,,,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,2006
3rd,G,Chauncey Billups,30,DET,86,645,0.133,0.0,,,70,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,2006
ORV,F,Carlos Boozer,25,UTA,127,645,0.197,0.0,,,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,,0.685,9.9,0.185,2006
ORV,C,Shaquille O'Neal,34,MIA,70,645,0.109,3.0,,,40,28.4,17.3,7.4,2.0,0.2,1.4,0.591,,0.422,2.8,0.119,2006
ORV,G,Jason Kidd,33,NJN,58,645,0.09,0.0,,,80,36.7,13.0,8.2,9.2,1.6,0.3,0.406,0.343,0.778,9.3,0.152,2006
ORV,C,Marcus Camby,32,DEN,42,645,0.065,2.0,,,70,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155,2006
ORV,F,Shawn Marion,28,PHO,41,645,0.064,0.0,,,80,37.6,17.5,9.8,1.7,2.0,1.5,0.524,0.317,0.81,12.0,0.191,2006
ORV,G,Allen Iverson,31,TOT,39,645,0.06,0.0,,,65,42.5,26.3,3.0,7.2,1.9,0.2,0.442,0.315,0.795,6.2,0.108,2006
ORV,G,Tony Parker,24,SAS,39,645,0.06,0.0,,,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,2006
ORV,F,Vince Carter,30,NJN,15,645,0.023,0.0,,,82,38.1,25.2,6.0,4.8,1.0,0.4,0.454,0.357,0.802,10.5,0.161,2006
ORV,G,Deron Williams,22,UTA,15,645,0.023,0.0,,,80,36.9,16.2,3.3,9.3,1.0,0.2,0.456,0.322,0.767,7.2,0.117,2006
ORV,F,Josh Howard,26,DAL,11,645,0.017,0.0,,,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,2006
ORV,F,Elton Brand,27,LAC,8,645,0.012,0.0,,,80,38.5,20.5,9.3,2.9,1.0,2.2,0.533,1.0,0.761,11.5,0.18,2006
ORV,F,Mehmet Okur,27,UTA,7,645,0.011,0.0,,,80,33.3,17.6,7.2,2.0,0.5,0.5,0.462,0.384,0.765,8.8,0.158,2006
ORV,G,Baron Davis,27,GSW,6,645,0.009,0.0,,,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,2006
ORV,G,Michael Redd,27,MIL,6,645,0.009,0.0,,,53,38.4,26.7,3.7,2.3,1.2,0.2,0.465,0.382,0.829,6.1,0.145,2006
ORV,G,Ray Allen,31,SEA,5,645,0.008,0.0,,,55,40.3,26.4,4.5,4.1,1.5,0.2,0.438,0.372,0.903,6.3,0.136,2006
ORV,G,Richard Hamilton,28,DET,4,645,0.006,0.0,,,75,36.8,19.8,3.8,3.8,0.8,0.2,0.468,0.341,0.861,8.1,0.141,2006
ORV,G,Ben Gordon,23,CHI,3,645,0.005,0.0,,,82,33.0,21.4,3.1,3.6,0.8,0.2,0.455,0.413,0.864,8.6,0.152,2006
ORV,G,Joe Johnson,25,ATL,3,645,0.005,0.0,,,57,41.4,25.0,4.2,4.4,1.1,0.2,0.471,0.381,0.748,5.1,0.105,2006
ORV,G,Chris Paul,21,NOK,3,645,0.005,0.0,,,64,36.8,17.3,4.4,8.9,1.8,0.0,0.437,0.35,0.818,8.8,0.179,2006
ORV,C,Eddy Curry,24,NYK,2,645,0.003,0.0,0.0,2.0,81,35.2,19.5,7.0,0.8,0.4,0.5,0.576,1.0,0.615,4.7,0.079,2006
ORV,F,Paul Pierce,29,BOS,2,645,0.003,0.0,0.0,2.0,47,37.0,25.0,5.9,4.1,1.0,0.3,0.439,0.389,0.796,5.4,0.148,2006
ORV,G,Jason Terry,29,DAL,2,645,0.003,0.0,0.0,2.0,81,35.1,16.7,2.9,5.2,1.0,0.2,0.484,0.438,0.804,10.8,0.182,2006
ORV,C,Ben Wallace,32,CHI,2,645,0.003,0.0,0.0,2.0,77,35.0,6.4,10.7,2.4,1.4,2.0,0.453,0.2,0.408,8.2,0.146,2006
ORV,C,Tyson Chandler,24,NOK,1,645,0.002,0.0,0.0,1.0,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0.0,0.527,7.9,0.15,2006
ORV,F,Luol Deng,21,CHI,1,645,0.002,0.0,0.0,1.0,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,2006
ORV,C,Pau Gasol,26,MEM,1,645,0.002,0.0,0.0,1.0,59,36.2,20.8,9.8,3.4,0.5,2.1,0.538,0.273,0.748,6.9,0.155,2006
ORV,G,Manu Ginóbili,29,SAS,1,645,0.002,0.0,0.0,1.0,75,27.5,16.5,4.4,3.5,1.5,0.4,0.464,0.396,0.86,10.6,0.246,2006
ORV,C,Jermaine O'Neal,28,IND,1,645,0.002,0.0,0.0,1.0,69,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0.0,0.767,4.7,0.091,2006
ORV,F,Chris Webber,33,TOT,1,645,0.002,0.0,0.0,1.0,61,29.9,11.2,7.2,3.1,1.0,0.7,0.452,0.364,0.638,3.4,0.09,2006
1st,G,Kobe Bryant,29,LAL,635,635,1.0,127.0,0.0,0.0,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,2007
1st,G,Chris Paul,22,NOH,629,635,0.991,124.0,,,80,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,2007
1st,F,Kevin Garnett,31,BOS,612,635,0.964,118.0,,,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,2007
1st,F,LeBron James,23,CLE,610,635,0.961,117.0,,,75,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,2007
1st,C,Dwight Howard,22,ORL,546,635,0.86,86.0,,,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2,2007
2nd,C,Amar'e Stoudemire,25,PHO,412,635,0.649,30.0,,,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262,2007
2nd,F,Tim Duncan,31,SAS,397,635,0.625,25.0,,,78,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201,2007
2nd,G,Steve Nash,33,PHO,311,635,0.49,2.0,,,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181,2007
2nd,G,Deron Williams,23,UTA,228,635,0.359,0.0,,,82,37.3,18.8,3.0,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,2007
2nd,F,Dirk Nowitzki,29,DAL,189,635,0.298,1.0,,,77,36.0,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223,2007
3rd,F,Carlos Boozer,26,UTA,174,635,0.274,0.0,,,81,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0.0,0.738,10.2,0.173,2007
3rd,F,Paul Pierce,30,BOS,151,635,0.238,2.0,,,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,2007
3rd,G,Tracy McGrady,28,HOU,137,635,0.216,1.0,,,66,37.0,21.6,5.1,5.9,1.0,0.5,0.419,0.292,0.684,5.8,0.115,2007
3rd,G,Manu Ginóbili,30,SAS,123,635,0.194,0.0,,,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,2007
3rd,C,Yao Ming,27,HOU,71,635,0.112,2.0,,,55,37.2,22.0,10.8,2.3,0.5,2.0,0.507,0.0,0.85,8.3,0.196,2007
ORV,G,Allen Iverson,32,DEN,116,635,0.183,0.0,,,82,41.8,26.4,3.0,7.1,2.0,0.1,0.458,0.345,0.809,11.6,0.163,2007
ORV,F,Carmelo Anthony,23,DEN,89,635,0.14,0.0,,,77,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14,2007
ORV,C,Marcus Camby,33,DEN,59,635,0.093,0.0,,,79,34.9,9.1,13.1,3.3,1.1,3.6,0.45,0.3,0.708,8.5,0.148,2007
ORV,G,Chauncey Billups,31,DET,38,635,0.06,0.0,,,78,32.3,17.0,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,0.257,2007
ORV,G,Baron Davis,28,GSW,32,635,0.05,0.0,,,82,39.0,21.8,4.7,7.6,2.3,0.5,0.426,0.33,0.75,8.7,0.131,2007
ORV,F,David West,27,NOH,24,635,0.038,0.0,,,76,37.8,20.6,8.9,2.3,0.8,1.3,0.482,0.24,0.85,8.4,0.14,2007
ORV,F,Rasheed Wallace,33,DET,22,635,0.035,0.0,,,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,2007
ORV,C,Tyson Chandler,25,NOH,18,635,0.028,0.0,,,79,35.2,11.8,11.7,1.0,0.6,1.1,0.623,0.0,0.593,10.0,0.172,2007
ORV,F,Antawn Jamison,31,WAS,15,635,0.024,0.0,,,79,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144,2007
ORV,C,Al Jefferson,23,MIN,14,635,0.022,0.0,,,82,35.6,21.0,11.1,1.4,0.9,1.5,0.5,0.0,0.721,7.7,0.127,2007
ORV,F,Chris Bosh,23,TOR,11,635,0.017,0.0,,,67,36.2,22.3,8.7,2.6,0.9,1.0,0.494,0.4,0.844,10.1,0.2,2007
ORV,G,Joe Johnson,26,ATL,8,635,0.013,0.0,,,82,40.8,21.7,4.5,5.8,1.0,0.2,0.432,0.381,0.834,7.0,0.1,2007
ORV,G,Andre Miller,31,PHI,7,635,0.011,0.0,,,82,36.8,17.0,4.0,6.9,1.3,0.1,0.492,0.088,0.772,8.3,0.131,2007
ORV,F,Caron Butler,27,WAS,5,635,0.008,0.0,,,58,39.9,20.3,6.7,4.9,2.2,0.3,0.466,0.357,0.901,7.2,0.15,2007
ORV,F,Pau Gasol,27,TOT,5,635,0.008,0.0,,,66,35.6,18.9,8.4,3.2,0.5,1.5,0.534,0.25,0.807,8.4,0.172,2007
ORV,C,Shaquille O'Neal,35,TOT,5,635,0.008,0.0,,,61,28.7,13.6,9.1,1.5,0.5,1.4,0.593,,0.503,2.8,0.078,2007
ORV,G,Ray Allen,32,BOS,4,635,0.006,0.0,,,73,35.9,17.4,3.7,3.1,0.9,0.2,0.445,0.398,0.907,9.7,0.177,2007
ORV,G,Kevin Martin,24,SAC,4,635,0.006,0.0,,,61,36.3,23.7,4.5,2.1,1.0,0.1,0.456,0.402,0.869,8.4,0.183,2007
ORV,F,Hedo Türkoğlu,28,ORL,3,635,0.005,0.0,,,82,36.9,19.5,5.7,5.0,0.9,0.3,0.456,0.4,0.829,9.0,0.143,2007
ORV,G,Richard Hamilton,29,DET,2,635,0.003,0.0,0.0,2.0,72,33.7,17.3,3.3,4.2,1.0,0.1,0.484,0.44,0.833,7.7,0.152,2007
ORV,F,Josh Howard,27,DAL,2,635,0.003,0.0,0.0,2.0,76,36.3,19.9,7.0,2.2,0.8,0.4,0.455,0.319,0.813,8.0,0.14,2007
ORV,G,Jason Kidd,34,TOT,2,635,0.003,0.0,0.0,2.0,80,36.3,10.8,7.5,10.1,1.7,0.3,0.385,0.381,0.818,5.9,0.097,2007
ORV,F,Andre Iguodala,24,PHI,1,635,0.002,0.0,0.0,1.0,82,39.5,19.9,5.4,4.8,2.1,0.6,0.456,0.329,0.721,9.6,0.143,2007
ORV,G,Tony Parker,25,SAS,1,635,0.002,0.0,0.0,1.0,69,33.5,18.8,3.2,6.0,0.8,0.1,0.494,0.258,0.715,7.0,0.146,2007
ORV,F,Tayshaun Prince,27,DET,1,635,0.002,0.0,0.0,1.0,82,32.9,13.2,4.9,3.3,0.5,0.4,0.448,0.363,0.768,7.5,0.133,2007
ORV,G,Michael Redd,28,MIL,1,635,0.002,0.0,0.0,1.0,72,37.5,22.7,4.3,3.4,0.9,0.2,0.442,0.362,0.82,5.8,0.104,2007
ORV,G,Brandon Roy,23,POR,1,635,0.002,0.0,0.0,1.0,74,37.7,19.1,4.7,5.8,1.1,0.2,0.454,0.34,0.753,8.0,0.138,2007
1st,F,LeBron James,24,CLE,610,610,1.0,122.0,0.0,0.0,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,2008
1st,G,Kobe Bryant,30,LAL,604,610,0.99,119.0,3.0,0.0,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,2008
1st,C,Dwight Howard,23,ORL,598,610,0.98,116.0,,,79,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,2008
1st,G,Dwyane Wade,27,MIA,572,610,0.938,103.0,,,79,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,2008
1st,F,Dirk Nowitzki,30,DAL,383,610,0.628,35.0,,,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,2008
2nd,G,Chris Paul,23,NOH,424,610,0.695,32.0,,,78,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292,2008
2nd,F,Tim Duncan,32,SAS,378,610,0.62,39.0,,,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.692,10.1,0.191,2008
2nd,C,Yao Ming,28,HOU,354,610,0.58,8.0,,,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1.0,0.866,10.6,0.196,2008
2nd,F,Paul Pierce,31,BOS,330,610,0.541,27.0,,,81,37.5,20.5,5.6,3.6,1.0,0.3,0.457,0.391,0.83,10.3,0.164,2008
2nd,G,Brandon Roy,24,POR,189,610,0.31,0.0,,,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,2008
3rd,F,Pau Gasol,28,LAL,165,610,0.27,2.0,,,81,37.0,18.9,9.6,3.5,0.6,1.0,0.567,0.5,0.781,13.9,0.223,2008
3rd,G,Tony Parker,26,SAS,158,610,0.259,1.0,,,72,34.1,22.0,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168,2008
3rd,G,Chauncey Billups,32,TOT,131,610,0.215,0.0,,,79,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,2008
3rd,F,Carmelo Anthony,24,DEN,116,610,0.19,2.0,,,66,34.5,22.8,6.8,3.4,1.1,0.4,0.443,0.371,0.793,5.0,0.105,2008
3rd,C,Shaquille O'Neal,36,PHO,68,610,0.111,0.0,,,75,30.0,17.8,8.4,1.7,0.7,1.4,0.609,0.0,0.595,7.8,0.166,2008
ORV,G,Deron Williams,24,UTA,105,610,0.172,,,,68,36.8,19.4,2.9,10.7,1.1,0.3,0.471,0.31,0.849,8.4,0.16,2008
ORV,F,Kevin Garnett,32,BOS,72,610,0.118,,,,57,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,0.193,2008
ORV,F,Chris Bosh,24,TOR,56,610,0.092,,,,77,38.0,22.7,10.0,2.5,0.9,1.0,0.487,0.245,0.817,9.7,0.159,2008
ORV,G,Joe Johnson,27,ATL,36,610,0.059,,,,79,39.5,21.4,4.4,5.8,1.1,0.2,0.437,0.36,0.826,7.6,0.116,2008
ORV,F,Kevin Durant,20,OKC,34,610,0.056,,,,74,39.0,25.3,6.5,2.8,1.3,0.7,0.476,0.422,0.863,7.9,0.132,2008
ORV,F,Danny Granger,25,IND,25,610,0.041,,,,67,36.2,25.8,5.1,2.7,1.0,1.4,0.447,0.404,0.878,8.0,0.158,2008
